,state,city,report_date,product_description,product_quantity,reason_for_recall,recalling_firm,recall_number
62,MN,Coon Rapids,20140423,"Sharp Cheddar Cold Pack Cheese sold under the following sizes and brands:    1.  Parkers Farm or Parkers label in 8 ounce cups with snap-on lid (14001), 14 ounce cups with snap on lid (17001), and 16 ounce round or square plastic containers (tub with snap on lid) (17001UL), 5 lb. pail with snap on lid (11341 & 11441), 10 lb. pail with snap on lid (12341).     2.  Amish Classic in 8 oz. cups with snap on lid (AC14001)  3.  Biery in 5 lb. pail with snap on lid (5004).     4.  Block & Barrel in 5 lb. pail with snap on lid (2388254).     5.  Bucky Badger in 8 oz. (31411), 12 oz. (51411), and 14 oz. (41411) cups with snap on lid.     6.  Central Markets in 8 oz cups with snap on lid (27056).     7.  Cobblestone Market in 5 lb. pail (42403) and 30 lb. pails (42803) with snap on lid.  8.  Dierks Waukesha in 5 lb. pail with snap on lid (11442)","369,840 total cases for all varieties","Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes.",Parkers Farm Inc,F-1831-2014
63,MI,Troy,20141105,"Good Herbs, Inc., YOHIMBE, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1204 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0453-2015
64,OR,Beaverton,20140101,"Reser's Loaded Baked Potato Salad Base, Formula PO.161, packaged in 2/5.5-lb carton cases. Distributed by Reser's Fine Foods, Inc., Beaverton, OR.",,The recalled products are potentially contaminated with Listeria monocytogenes.,"Reser's Fine Foods, Inc.",F-0293-2014
65,MI,Troy,20141105,"Good Herbs, Inc., SICKLE-POD SENNA, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1204 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0411-2015
66,WA,Renton,20140806,Richards Too Good BBQ Sauce. 12 oz.    Product is packaged in 12 oz tall glass bottles with metal screw caps and black heat resistant tamper seals.,unknown,"Richards Rubs & Seasonings LLC is recalling Richards Too Good BBQ Sauce, Richards Too Good Hot Sauce and Richards Too Good Teriyaki Sauce because they may have been improperly processed and because they may have the potential to be contaminated with Clostridium botulinum, which can cause botulism, a serious and potentially fatal foodborne illness.","Richard's Rub & Seasonings, LLC",F-2233-2014
67,OR,Tillamook,20140108,"The refrigerated vacuum packed hot smoked oysters, Habanero flavor, is sold in 2.5 oz. or 4 oz. packages. There is no UPC for this product.    The product main label is read in part ""***T&S OYSTER FARM NETARTS BAY***SMOKED OYSTERS***NET Net Weight 4 oz (113g) ***PERISHABLE KEEP REFRIGERATED AT OR BELOW 38***Cert. # OR-179-SP 703 Ivy st. Tillamook OR 97141***"".    Sticker is placed on the package to identify the ""HABANERO"" flavor.",98/4 oz. packages; unknown amount for 2.5 oz. packages,"T & S Oyster Farms brand refrigerated vacuum packed hot smoked oysters, Habanero flavor, is recalled due to the potential contamination with Clostridium botulinum.",T And S Oyster Farm,F-1361-2014
68,NJ,S Hackensack,20140723,Echinacea Agustifolia Root PE 4:1    The product is in powder form extracted from the Echinacea root packed in varying size lined cardboard boxes containing 10 kg or 25 kg.,9 boxes (25 kg each),Products contain Azoxystrobin for which no tolerance is allowed per 40 CFR 180.507.,Naturex Inc.,F-2177-2014
69,WA,Kent,20140409,Snickerdoodle Cookies,unknown,"Butter Creek Farms, Inc. is recalling Snickerdoodle Cookies due to undeclared Wheat and Egg.  The firm sold single product or combined this product with other products in gift boxes from the website http://cowchipcookies.com/index.htm.","Butter Creek Farms, Inc.",F-1736-2014
70,OH,Cleveland,20140820,Sargento Whole Milk Ricotta Natural Cheese packaged in 15 ounce plastic tubs.,805 cases,These ricotta cheese products were manufactured from loads of whey protein concentrate that tested positive for beta lactam residues.,Miceli Dairy Products Co,F-2324-2014
71,OR,Lake Oswego,20140108,"EnZym-Complete/DPP-IV II with Isogest, Kirkman brand.  Item  numbers:   0851A-090, 0851A-180, 0931-090, 0931-180, 5851A-090, 5931-090.",9486 bottles (5584 bottles in the US and 3902 bottles outside US),Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Kirkman Group Inc.,F-1349-2014
72,MI,Troy,20141105,"Good Herbs, Inc., WHITE WILLOW, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1204 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0443-2015
73,MI,Troy,20141105,"Good Herbs, Inc., FLOWER ESSENCE-R & IMPATIENS, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 901 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0249-2015
74,PA,West Lawn,20140108,"Adelphia Seafood Mermaid Salad in a 5 lb. plastic tub.     Ingredients: surimi (alaska pollock, water, wheat flour, soybean oil, natural and artificial flavor), shrimp, pasta shell, mayonnaise (vegetable oil (soybean, canola), egg yolk, water, corn syrup, vinegar), lemon juice, spices, peppers, (diced green), natural and artificial flavors, natural preservatives.    Allergens: Soybeans, milk, egg, fish, shellfish, wheat    Adelphia Seafood, West Lawn, PA",35 lbs,Red #40 color additive in shrimp raw ingredient undeclared on finished product label of various shrimp dips and salads.,"Hahn, Harry O Seafood Inc",F-1357-2014
75,TX,Wichita Falls,20140319,"Plain Chocolate Fudge; Label reads in part ""***The Pecan Shed***Fresh Homemade Fudge***ALLERGY INFORMATION:  ALL OUR FUDGE IS MANUFACTURED ON THE SAME EQUIPMENT THAT PROCESSES PEANUTS, TREE NUTS, MILK, CREAM, SOY, EGG, WHEAT AND ARTIFICIAL FOOD COLORING.***""",Unknown,"Presence of undeclared allergens soy, and milk",Pecan Shed,F-1654-2014
76,WI,Mount Sterling,20140924,"Raw Milk Mild Cheddar Cheese, in 8 oz, (UPC 79004-10002) and 5 lb. (no UPC) size packages.",763.45 lbs.,Mt. Sterling Coop Creamery is recalling one lot of Raw Goat Milk Cheddar Style Cheese in 5 lb and 8 oz sizes because it may be contaminated with Shiga toxin producing Escherichia coli (STEC) O111:H8 bacteria.,SW  Wisconsin Dairy Goat Products Coop,F-2484-2014
77,MI,Troy,20141105,"Good Herbs, Inc., RED ROOT, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1204 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0394-2015
78,NY,Rochester,20141224,"Sliced Yellow Peaches, made fresh in-store and packaged. Sold pre-packaged in random weights.",,"Wegmans Food Markets, Inc. voluntarily recalled fresh individually sold, bagged and sliced fresh plums, nectarines and peaches, peach salsa and several in-store baked desserts that may contain fresh peaches, nectarines, and/or plums.  The fruit may be contaminated with Listeria monocytogenes.","Wegmans Food Markets, Inc.",F-0725-2015
79,TX,Austin,20141210,"Quantum Gallbladder Support, 60 capsules in dark plastic container, each capsule is 460 mg or 427 mg each; Item Number 12411; UPC 0773512411",7101 bottles,Undeclared wheat,Premier Research Labs LP,F-0591-2015
80,MI,Troy,20141105,"Good Herbs, Inc., VEIN & JOINT SUPPORT, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1204 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0438-2015
81,MI,Troy,20141105,"Good Herbs, Inc., CONCENTRATION & ENERGY HEALTH, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1099 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0166-2015
82,KS,Bonner Springs,20140305,"Multifoods Bakery Products, Artificial Pistachio Flavored Muffin with Other Nuts, 4.5oz (frozen muffin batter in muffing liner, inside plastic tray, overwrapped with plastic, packaged in corrugate case), 27 lbs case is unit for sale.  UPC 024800486383.  Manufactured by CSM Bakery Products NA, Inc., Tucker, GA.",60 cases,Products may contain undeclared coconut.,CSM Bakery Products NA,F-1571-2014
83,IL,Northfield,20141022,"Individually 2/3 oz. slices of American cheese product individually wrapped in transparent plastic an packaged in 12 oz. and 16 oz.. packages, and 4 lb. cartons under the Kraft brand name.     Cases of 12 oz. packages include 48 packages per case.     Cases of 16 oz. packages include either 12 or 36 packages per case.     Cases of 4 lb. cartons include 8 cartons per case.","7,691 cases","Kraft Foods Group is voluntarily recalling 7,691 cases of select varieties of regular Kraft American Singles Pasteurized Prepared Cheese Product. A supplier did not store an ingredient used in this product in accordance with Kraft's temperature standards.",Kraft Heinz Foods,F-0022-2015
84,KY,Louisville,20140716,"Lemon Cream Raspberry Ice Cream. Manufactured by: Koogee-Queen Anne, LLC, d/b/a The Comfy Cow 2221 Frankfort Ave, Louisville, KY 40206.",3gal - 7 units,"During an FDA inspection the firm was notified that their bulk product lacked labels. Due to the lack of ingredient statement, the firm failed to declare direct allergens for the products. The products also lacked the declaration that they are packaged in a facility that processes peanuts, tree nuts, wheat, milk and eggs.","Koogee-Queen Anne, LLC",F-2111-2014
85,NM,Albuquerque,20140226,"Bueno GC NM Mild 2-12.5# Z, Product Item Number 1093-3. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label.  Total package size of  2 units of 12.5 lbs. each per case, totaling 25 lbs.",Unknown,Products were recalled due to possible Listeria monocytogenes contamination.,"El Encanto, Incorporated",F-1532-2014
86,TX,Austin,20141217,"Whole Foods Market Grilled Shrimp and Nectarine Salad, UPC/PLU 20254100000",Unknown,The product has the potential to be contaminated with Listeria monocytogenes.,Whole Foods Market,F-0669-2015
87,FL,West Palm Beach,20141119,"Lightly Roasted Organic Carob Powder, 1lb and 5lb bags",13 lbs,Possible risk of contamination from Salmonella,Z Natural Foods,F-0473-2015
88,CA,Woodland,20141126,"Garden Vegetable seasoning Mix 12/4 oz.   Product number 141000  Garden Vegetable seasoning mix. 4 oz..;  Product number 14000    Product contains 4 oz. plastic bags of Garden Vegetable Seasoning mix: Ingredients; Maltodextrin, Dehydrated Onion, Dehydrated carrots, Hydrolyzed Corn Protein, Sun-Dried Tomato, Salt, Autolyzed Yeast Extract, Sugar. contains 2%$ of less of each of the following: dehydrated tomato, spices, natural flavor, Citric Acid, Soybean Oil, Silicon Dioxide (anticaking agent)    Seasoning is added to 2 lbs of rice/grain/legume and water.    InHarvest, Inc. Bemidji , MN.",4474 4 oz packages,"Firm was notified by supplier of Garden Vegetable Seasoning that the product has an ingredient that contains milk, and milk is not declared on the label.","InHarvest, Inc.",F-0534-2015
89,MN,Coon Rapids,20140423,Garlic Cheese Spread sold under the following sizes and brands:  Bucky Badger label in 12 ounce (51811) cups with snap on lids.,"369,840 total cases for all varieties","Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes.",Parkers Farm Inc,F-1848-2014
90,AK,Sitka,20140122,"Hickory Smoked Coho Salmon is sold in vacuum packed plastic packages, net weight from 0.5 to 1 lb.,  with label located on the front that include the pack date and AK 604.    The label is read in parts: ""***BIG BLUE FISHERIES, LLC***Hickory Smoked Coho Salmon***Ingredients: Wild Alaskan Salmon, Water, Sugar, Salt, & Soy Sauce***AK 604***Order online @ alaskasmokedfish.com***"".",unknown,"Big Blue Fisheries, LLC. is recalling ALL smoked products from all lots and codes, various sizes, in vacuum packages because the products may not have been properly cooked and have the potential to be contaminated with Clostridium botulinum. Because the products may not have been fully processed, product contamination by spoilage organisms or pathogens could lead to illness if consumed.",Big Blue Fisheries,F-2011-2014
91,IN,Portage,20140820,"Cool Tropics Rips Slush, Blue Raspberry Flavored 100% Juice No artificial colors or flavors, Juice from Concentrate 4 fl oz, (118 mL), Contains: Water, Apple Juice Concentrate***Manufactured in USA for Tropical Paradise, Inc., www.cool-tropics.com DO NOT MICROWAVE""",259 cases of 5-16-15M1 and 84 cases of 5-19-15M1,"Manufacturing Solutions International is recalling Cool Tropics Rips Slush, Blue Raspberry Flavored drinks with the listed BEST BY DATES because finished product laboratory results revealed spoilage type of bacteria and yeasts.  The product was released prior to receiving the test results.",Manufacturing Solutions International,F-2327-2014
92,CA,Gardena,20140806,"Garcinia Cambogia Extract, Capsules","21,600 units",GM Manufacturing is recalling dietary supplements due to significant violations of the cGMP regulations for dietary supplements.,GM Manufacturing Inc.,F-2275-2014
93,NJ,Edison,20141112,"Asian 7 Rice Cracker Mix in Bulk 22 lb.  cases; Wood Stock Farms Lot # YOUI03 sold to Publix Bakery Plant in Lakeland, FL, and to The Nutman Company - USA Inc., in Hubertus, WI.",359 cases,A peanut fragment was discovered in a carton of  22lb. Asian 7 Rice Cracker Mix.,United Natural Trading,F-0459-2015
94,,Burnaby,20140101,"Vega ONE Nutritional Shake Natural.  Distributed by: Sequel Naturals LTD, Burnaby, BC, Canada. Vegasport.com. Packaged in HDPE jars; in VFF pouch; sizes: 30.4oz/862g, 35.9g, and 431g containers.","21,598 units",Sequel Naturals is recalling nine lots of products due to contamination by trace amount of chloramphenicol.,Vega / Sequel Naturals,F-1144-2014
95,OR,Beaverton,20140101,"Homestyle Macaroni Salad, Formula MA.35, packaged under the following labels:    -Reser's Hommestyle Elbos Macaroni Salad packaged in 3/8-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR.    -Sysco Classic Homestyle Macaroni Salad packaged in 3/8-lb carton cases. Distributed By Sysco Corporation, Houston, TX.",,The recalled products are potentially contaminated with Listeria monocytogenes.,"Reser's Fine Foods, Inc.",F-1197-2014
96,NY,Farmingdale,20140108,"L-Carnitine, labeled in part as ""Healthy Life Chemistry"" By Purity First, Est. 1991, packaged in white bottles (90 capsules per bottle) with black font with a Ying & Yang symbol, Manufactured for: Purity First Health Products, Inc. Healthy Life Chemistry 51 Florida Street, Farmingdale, NY 11735 1-800-696-7017.",unknown,"The dietary supplements have the potential to be contaminated with undeclared steroids, pharmaceutical ingredients and/or chemical additives due to lack of GMPs.",Mira Health Products Ltd.,F-1290-2014
97,MI,Troy,20141105,"Good Herbs, Inc., HORSE CHESTNUT, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 901 total units for all products,Products not manufactured under GMP's,"Good Herbs, Inc.",F-0302-2015
98,CA,Cutler,20141217,"Sweet 2 Eat Plums;  Product of USA:    Brand names:  Sweet 2 Eat,  Orchard Perfect, Trader Joe's,  Sam's,  Mrs. Smittcamp's,  Harvest Sweet, Wawona,  Costco,  Sweet  O.       Packed in the following configurations:  Sam's 3 1/2 lb Clamshell (Black Diamond)Consumer Box - 4 lbs.  BJ's 4 lb. Clamshell;  2 lb. bag.  Labels:  4040 CA Black Plum;  4042 CA Red Plum;  4440 Tree Ripe Plum;  94040 Org Black Plum;  94042 Org Red Plum.    Varieties include:  Black Plum: Angeleno, Black Amber, black Diamond 11, Black Kat, Slack Splendor, Catalina, Earli Queen, Flavor Rich, Friar, Howard Sun, Owen T,, SP-25 Black Giant, Su Plum 11/37, SU Plum 34/36, SU Plum 41/42. SU Plum, 43.  Red Plum: Betty Ann, Fall Fiesta, Fortune, Fruit Punch, Hiromi Red,Joanna Red, John W., Red Yummy, Royal Diamond, September Yummy, Simka, Yummy Beauty  Green Plum: October Sun      Wawona Packing  Cutler, CA.",2.2 millions boxes total all fruit (20 lbs per box) estimated since 6-2014,"Certain lots of whole peaches (white and yellow), nectarines (white and yellow), plums and pluots  packed between June 2 and July 12, 2014 may be contaminated with Listeria monocytogenes.",Wawona Packing Company,F-0620-2015
